,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id ,RT,Hashtag,Clean Tweets,Subjectivity Score,Polarity Score,Analysis
0,"RT @ryanw2345: City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",swiffyc,SwiffyC,,208,853,6,14901,2021-03-03 23:59:59,1367263516009324544,Retweet,False," City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",0.3,1.0,Positive
1,@G_Gel8 @TheBadManTips You’re ignoring the other two though. Ok. How about... https://t.co/VKeaWcGW5y,FootieRealist,Football Realist,Here,69,291,2,524,2021-03-03 23:59:56,1367263503212494853,Tweet,False,  You’re ignoring the other two though. Ok. How about... ,0.375,-0.125,Negative
2,RT @fcDavee: Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33) https://t.co/r2…,PrimeSadio,AA,,4580,1317,10,53216,2021-03-03 23:59:42,1367263445842882568,Retweet,False, Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33) ,0.4861111111111111,0.25,Positive
3,"RT @LDNFootbalI: With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",CFCTaron,Taron Sachdeva,"London, England",188,290,0,14902,2021-03-03 23:59:34,1367263413475418115,Retweet,False," With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",0.45,0.0,Neutral
4,"RT @StevenW69808657: So Joanne Anderson, one of Keiths two scabs running to be Labour candidate for Mayor of Liverpool, worked at the Crown…",neemo2357,Neemo,United Kingdom,1771,2384,32,136062,2021-03-03 23:59:32,1367263401525846021,Retweet,False," So Joanne Anderson, one of Keiths two scabs running to be Labour candidate for Mayor of Liverpool, worked at the Crown…",0.0,0.0,Neutral
5,"RT @youneshh: Leicester drew. Aston Villa lost. United drew. 

@ChelseaFC no Charity FC tomorrow please! Destroy Liverpool 💪🏻",ats3omiAnaanu,Ananse🕷️🕸️,"Accra, Ghana",10596,7608,2,156985,2021-03-03 23:59:25,1367263373298200577,Retweet,False," Leicester drew. Aston Villa lost. United drew. 

 no Charity FC tomorrow please! Destroy Liverpool 💪🏻",0.0,-0.2,Negative
6,RT @SkySports: Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,simonpeterk7,simonpeterksebunya,Kampala,401,344,2,58761,2021-03-03 23:59:23,1367263365563826178,Retweet,False, Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,0.0,0.0,Neutral
7,"RT @LDNFootbalI: With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",KobbySaves,#NODISS,Ghana,632,1342,0,14444,2021-03-03 23:59:18,1367263344307163140,Retweet,False," With a win over Liverpool, Chelsea will go...

• 3 points behind Leicester (3rd)
• 4 points behind Manchester United (2nd)…",0.45,0.0,Neutral
8,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,MubeenJr_10,Asher Beem,All Around The world!,24,24,0,120,2021-03-03 23:59:17,1367263339462721540,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
9,"RT @SoccerAM: Who is the better side?⭐

🔁 RT for Man City this season
❤️ FAV for Liverpool last season https://t.co/QMVliwiF6g",LaminSa81719767,Lamin Sanneh,,263,4027,0,8263,2021-03-03 23:59:10,1367263310857535488,Retweet,False," Who is the better side?⭐

🔁 for Man City this season
❤️ FAV for Liverpool last season ",0.2833333333333333,0.25,Positive
10,RT @wwfcjack5: Jota hates scousers 🤔🤔🤔 #LFC #Liverpool #LiverpoolFC https://t.co/cfMY6evMfX,LFC_bot_v1,LFC_bot,,922,108,7,23642,2021-03-03 23:59:06,1367263292880748549,Retweet,True, Jota hates scousers 🤔🤔🤔 LFC Liverpool LiverpoolFC ,0.0,0.0,Neutral
11,"RT @Roy_Evo: Devastated to lose such a good friend today. Ian St John one of Liverpool’s greatest players,star of his time and a great man.…",Simonshield,Simon,,4,9,0,76,2021-03-03 23:59:05,1367263287977639937,Retweet,False," Devastated to lose such a good friend today. Ian St John one of Liverpool’s greatest players,star of his time and a great man.…",0.7125,0.625,Positive
12,"RT @Rohandinho_: Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",machone_mizzle,mizzle machone,"İstanbul, Türkiye",193,956,1,15968,2021-03-03 23:59:03,1367263283498074113,Retweet,False,"_ Rakitic been through 0-3 Roma, 0-4 Liverpool, and 0-3 Barca 😂😂",0.0,0.0,Neutral
13,"RT @LDNFootbalI: 🚨 Leicester draw with Burnley.

Chelsea could now go just 3 points behind them (3rd) with a win over Liverpool at Anfield.…",babajide777,babajide,"Toronto, Ontario",1835,1569,8,3240,2021-03-03 23:59:02,1367263278578233346,Retweet,False," 🚨 Leicester draw with Burnley.

Chelsea could now go just 3 points behind them (3rd) with a win over Liverpool at Anfield.…",0.3666666666666667,0.13333333333333333,Positive
14,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,MaintainAyomide,haryör_gifted,"oyo, Nigeria",569,588,1,75795,2021-03-03 23:59:02,1367263276669820929,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
15,RT @wwfcjack5: Jota hates scousers 🤔🤔🤔 #LFC #Liverpool #LiverpoolFC https://t.co/cfMY6evMfX,Darrgrady_,Grady🐺,Roscommon,352,1245,1,109889,2021-03-03 23:59:00,1367263270533496848,Retweet,True, Jota hates scousers 🤔🤔🤔 LFC Liverpool LiverpoolFC ,0.0,0.0,Neutral
16,"2nd in the league. Tottenham on 39pts, Liverpool on 42 in 6th and west ham in 4th on 45.

But yet Ole Out is trendi… https://t.co/0AY6kahTOm",BigBurt181,TheAngryGingerGamer,manchester England,65,387,1,3310,2021-03-03 23:58:58,1367263259632553986,Tweet,False,"2nd in the league. Tottenham on 39pts, Liverpool on 42 in 6th and west ham in 4th on 45.

But yet Ole Out is trendi… ",0.0,0.0,Neutral
17,RT @SkySports: Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,red_devils_14,علي باسل عبدالنبي,United Kingdom,978,1039,44,50273,2021-03-03 23:58:56,1367263250551824387,Retweet,False, Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,0.0,0.0,Neutral
18,"RT @ros49: So, Labour has successfully shortlisted two Corbyn critics for Liverpool Mayor. (Cllr. Anderson worked p-t for the CPS during St…",sharpeleven,Mountain,,4389,2608,116,61616,2021-03-03 23:58:55,1367263246978330634,Retweet,False," So, Labour has successfully shortlisted two Corbyn critics for Liverpool Mayor. (Cllr. Anderson worked p-t for the CPS during St…",0.95,0.75,Positive
19,RT @deeksj: @AdamJRuby Not quite as safe as that makes it sound.  Lateral flow tests miss cases - Liverpool they missed 60% of all detectab…,nb87120292,nb,,570,511,0,49846,2021-03-03 23:58:55,1367263246466572290,Retweet,False,  Not quite as safe as that makes it sound.  Lateral flow tests miss cases - Liverpool they missed 60% of all detectab…,0.45,0.45,Positive
20,"RT @FreddysNewN2_: Is Pep Guardiola a great manager? Yes of course. But he'd never accept a challenge like Klopp did at Liverpool, or like…",OfficiallyEzaad,ezaaddollah,,221,219,0,40343,2021-03-03 23:58:52,1367263234525302788,Retweet,False,"_ Is Pep Guardiola a great manager? Yes of course. But he'd never accept a challenge like Klopp did at Liverpool, or like…",0.75,0.8,Positive
21,Imagine we had won at man utd and win at Liverpool we'd be second 😭😭,CfcEisa,CFCEisa,,65,124,0,6090,2021-03-03 23:58:51,1367263230930878467,Tweet,False,Imagine we had won at man utd and win at Liverpool we'd be second 😭😭,0.2,0.4,Positive
22,RT @AndyMitten: My uncle Charlie wanted to sign Motherwell striker Ian St John when he managed Newcastle United. Thought he had a gem. IST…,LoveACorner,#BruceOut 🥬,,398,2195,4,845,2021-03-03 23:58:48,1367263217098125321,Retweet,False, My uncle Charlie wanted to sign Motherwell striker Ian St John when he managed Newcastle United. Thought he had a gem. IST…,0.0,0.0,Neutral
23,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,gideolaofficial,Young Blood 😈,,285,455,0,27119,2021-03-03 23:58:47,1367263213449060353,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
24,"@OzilThings @dshanahan930 Lmao how’d you get into his heart?😭

Dude literally said Liverpool is all he has!",SavaGeCoMeUP2k,SavaGe CoMe UP II,,1528,3059,1,392695,2021-03-03 23:58:45,1367263205244997635,Tweet,False,"  Lmao how’d you get into his heart?😭

Dude literally said Liverpool is all he has!",1.0,0.75,Positive
25,"RT @AdoptionsUk: Please retweet to help Tilly find a home #Liverpool🇬🇧

American Bulldog aged 8+, housetrained, wants to be the only pet bu…",grantha23512637,grant harris,"London, England",205,254,0,13937,2021-03-03 23:58:44,1367263200530599940,Retweet,True," Please retweet to help Tilly find a home Liverpool🇬🇧

American Bulldog aged 8+, housetrained, wants to be the only pet bu…",0.375,0.025,Positive
26,"@Cruijffnique Liverpool is in Mercia, had Leipzig been playing Winchester City I think they’d have got that waiver.",Chris78Williams,Chris Williams,UK & Germany ,37226,3544,411,13981,2021-03-03 23:58:42,1367263194826342405,Tweet,False," Liverpool is in Mercia, had Leipzig been playing Winchester City I think they’d have got that waiver.",0.0,0.0,Neutral
27,RT @SkySports: Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,RedgmanNyc,RedGman NYC,"New York, NY",2279,5001,112,46156,2021-03-03 23:58:41,1367263188274847747,Retweet,False, Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,0.0,0.0,Neutral
28,RT @SkySports: Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,nackademus,sweet one,,448,501,1,174,2021-03-03 23:58:40,1367263183333978118,Retweet,False, Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this month if t…,0.0,0.0,Neutral
29,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,MelvynWilson,You’ll never walk alone,Liverpool uk,4601,5026,7,16998,2021-03-03 23:58:38,1367263178556657666,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
30,"RT @goal: 2nd place Manchester United and 3rd place Leicester City both drop points in the Premier League 👀

Liverpool vs Chelsea is BIG 🍿…",themuhdfarhan,Muhammad Farhan 🇲🇾,,525,708,21,1166,2021-03-03 23:58:35,1367263163020800002,Retweet,False," 2nd place Manchester United and 3rd place Leicester City both drop points in the Premier League 👀

Liverpool vs Chelsea is BIG 🍿…",0.03333333333333333,0.0,Neutral
31,Child killer admits he lied. Man found stabbed in the stomach. Woman attacked and mugged. Police want to track down… https://t.co/Schfz3ZCLv,starandsixpence,Elijah Traven,,1624,5004,39,8707,2021-03-03 23:58:32,1367263152547766283,Tweet,False,Child killer admits he lied. Man found stabbed in the stomach. Woman attacked and mugged. Police want to track down… ,0.0,0.0,Neutral
32,@diegoapodaca_ @lifinnn de liverpool,guillermocvidal,Guillermocvidal,,126,97,0,600,2021-03-03 23:58:31,1367263146650574848,Tweet,False,_  de liverpool,0.0,0.0,Neutral
33,RT @FrankKhalidUK: Thiago Silva is not available against Liverpool &amp; Tammy Abraham is a doubt as well. Callum Hudson Odoi is available. htt…,dameey01,Dameey_Zeus,lagos,1804,2997,2,61213,2021-03-03 23:58:29,1367263140908593152,Retweet,False, Thiago Silva is not available against Liverpool &amp; Tammy Abraham is a doubt as well. Callum Hudson Odoi is available. htt…,0.4,0.1,Positive
34,"Man City WWWW
Man Utd DDWDD
Leicester DWWLD
West Ham WDWWL
Chelsea WWWDD
Liverpool LLLLW

Next Chelsea vs Liverpool https://t.co/STGqnM76hb",SiaranBolaLive,Siaran Bola Live,Satelit ,182098,1411,496,71,2021-03-03 23:58:28,1367263133257977859,Tweet,False,"Man City WWWW
Man Utd DDWDD
Leicester DWWLD
West Ham WDWWL
Chelsea WWWDD
Liverpool LLLLW

Next Chelsea vs Liverpool ",0.0,0.0,Neutral
35,"RT @leekpee: This is the League table at the same stage last season, not once did i hear a ""its boring now"" comment or ""Liverpool are ruini…",Morganbh_1,Morgan Hunter,,80,352,1,6950,2021-03-03 23:58:27,1367263130494058499,Retweet,False," This is the League table at the same stage last season, not once did i hear a ""its boring now"" comment or ""Liverpool are ruini…",0.3972222222222222,-0.3333333333333333,Negative
36,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,PuteraZulfaqar,ڤوترا ذولفاقار,,672,476,0,2262,2021-03-03 23:58:27,1367263129881563137,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
37,RT @frankfieldteam: I lobbied for a free port for Liverpool over the last three years and we now have one despite some local Labour opposit…,JamesMusgrave12,James Musgrave,"England, United Kingdom",50,257,0,10154,2021-03-03 23:58:25,1367263123732918273,Retweet,False, I lobbied for a free port for Liverpool over the last three years and we now have one despite some local Labour opposit…,0.2888888888888889,0.13333333333333333,Positive
38,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,Aggrey__,Aggrey👑,"Tema, Ghana",1130,890,0,113076,2021-03-03 23:58:24,1367263118506811408,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
39,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,Ibram_10,Ibrahim Faisal,,2022,1728,1,32270,2021-03-03 23:58:19,1367263097380085765,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
40,RT @LiverpoolVista: #Liverpool view😍 https://t.co/8VYwmEDR71,Dubsy_chat,🌹🌹Deborah🌹🌹#scoliosis,"Liverpool, England",2825,4995,225,233931,2021-03-03 23:58:05,1367263038345277440,Retweet,True, Liverpool view😍 ,0.0,0.0,Neutral
41,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,OfficialLadJoJo,Da Mudda Shlap,"Houston, TX",132,276,0,89953,2021-03-03 23:58:04,1367263033895104515,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
42,"RT @ryanw2345: City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",duvetcapeman,Curse These Metal Hands 🏆 x 19*,,710,1112,4,90276,2021-03-03 23:58:04,1367263033697918977,Retweet,False," City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",0.3,1.0,Positive
43,"RT @youneshh: Leicester drew. Aston Villa lost. United drew. 

@ChelseaFC no Charity FC tomorrow please! Destroy Liverpool 💪🏻",Q8CFCQ8,ⲘⲞⲎⲀⲘⲘⲈⲆ,Kuwait,632,1790,4,2469,2021-03-03 23:58:03,1367263031542108160,Retweet,False," Leicester drew. Aston Villa lost. United drew. 

 no Charity FC tomorrow please! Destroy Liverpool 💪🏻",0.0,-0.2,Negative
44,"RT @vivamjm: That converged shipping container/ports crisis hasn't gone away  !!

""UK container ports continue to suffer congestion, with L…",julianlewis77,Julian Lewis,United Kingdom,1483,2293,3,110079,2021-03-03 23:58:01,1367263020771123208,Retweet,False," That converged shipping container/ports crisis hasn't gone away  !!

""UK container ports continue to suffer congestion, with L…",0.0,0.0,Neutral
45,Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this m… https://t.co/ZYBI7mCxiI,SkySports,Sky Sports,Leeds/London,5833602,518,11568,801,2021-03-03 23:58:00,1367263016287268864,Tweet,False,Liverpool boss Jurgen Klopp says clubs agree players should not be released to play in international matches this m… ,0.0,0.0,Neutral
46,"RT @ryanw2345: City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",Comber_D,D Allen,"Belfast , Ireland",97,381,0,4433,2021-03-03 23:57:58,1367263009987584002,Retweet,False," City 27 games 65 points 
Unreal , best ever , what a team, relentless, Peps a genius , 
(No Fans) all season 
Liverpool 27 g…",0.3,1.0,Positive
47,@CPFC_cam_ @Major_Zeff @chr1s_cpfc @CPFC @premierleague So then West Ham are better Liverpool with ur logic 😂😂,yxngzz_m,Mo,,36,142,0,2818,2021-03-03 23:57:58,1367263007659671553,Tweet,False,_     So then West Ham are better Liverpool with ur logic 😂😂,0.5,0.5,Positive
48,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,itemkritingg,angga pratama,,22,70,0,166,2021-03-03 23:57:58,1367263006975873025,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
49,"RT @channelstv: Klopp Threatens To Withdraw Liverpool Players From World Cup Qualifiers
https://t.co/mlwhdV7gp3",ImamSaidBashir1,Imam Said Bashir,,184,829,2,16374,2021-03-03 23:57:55,1367262995160698880,Retweet,False," Klopp Threatens To Withdraw Liverpool Players From World Cup Qualifiers
",0.0,0.0,Neutral
50,"@OleCunt Did you really expect him to finish higher than City, Liverpool, and Chelsea.",TvPrometheus,PrometheusTV,,35,141,0,13727,2021-03-03 23:57:51,1367262977842315265,Tweet,False," Did you really expect him to finish higher than City, Liverpool, and Chelsea.",0.35,0.225,Positive
51,"I can see us battle with Leicester, Chelsea, Liverpool, WestHam, Everton and Tottenham in the next couple of weeks… https://t.co/PV1tZ7Tj0M",KanuMohammeds,M. S. K. ManUtdFC,,151,515,0,1660,2021-03-03 23:57:49,1367262972167540737,Tweet,False,"I can see us battle with Leicester, Chelsea, Liverpool, WestHam, Everton and Tottenham in the next couple of weeks… ",0.0,0.0,Neutral
52,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,ttkwchor10,Chø Ihattaren,K A M U I,350,189,7,1003,2021-03-03 23:57:49,1367262969684402177,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
53,RT @MDGunner: We have been very lucky with injuries. Just look at Liverpool and Leicester LMAO,uchmoni,UCHMAN,Purple Haze City ,2357,1524,67,6351,2021-03-03 23:57:47,1367262964722651136,Retweet,False, We have been very lucky with injuries. Just look at Liverpool and Leicester LMAO,1.0,0.5166666666666666,Positive
54,@ejr_00 @ftblalt2 @tommytntfury @jakepaul Ohhhh Danny Gee from Liverpool?? 🤣,Hxnz99,Big H.,"North West, England",2184,774,6,14256,2021-03-03 23:57:47,1367262963342708738,Tweet,False,    Ohhhh Danny Gee from Liverpool?? 🤣,0.0,0.0,Neutral
55,RT @paddypower: Liverpool will be hoping they won’t be investigated by Panorama after getting £24 million for Rhian Brewster.,durant__jr_,shady,Stamford Bridge,915,885,0,181674,2021-03-03 23:57:32,1367262899295682564,Retweet,False, Liverpool will be hoping they won’t be investigated by Panorama after getting £24 million for Rhian Brewster.,0.0,0.0,Neutral
56,"RT @johnmcdonnellMP: Ian was one of the boyhood footballing heroes for my generation of Liverpool supporters. His warmth, compassion and co…",Jc4pmTomski,Marxman,Plague Isle - formerly Britain,6249,6873,39,144434,2021-03-03 23:57:25,1367262870669557763,Retweet,False," Ian was one of the boyhood footballing heroes for my generation of Liverpool supporters. His warmth, compassion and co…",0.0,0.0,Neutral
57,"@sophsufc sian, 25, from liverpool has spoken sophie u should pay more attention kmt🙄✋🏼",6Iizabeth,elizabeth🤎,"west yorks, uk",2288,947,16,26705,2021-03-03 23:57:25,1367262868656316416,Tweet,False," sian, 25, from liverpool has spoken sophie u should pay more attention kmt🙄✋🏼",0.5,0.5,Positive
58,RT @Biggies_MaIIs: I’d just like to point out that the City team on a stupendous run of 21 wins could win every last one of their remaining…,MelvynWilson,You’ll never walk alone,Liverpool uk,4601,5026,7,16998,2021-03-03 23:57:24,1367262864734638080,Retweet,False, I’d just like to point out that the City team on a stupendous run of 21 wins could win every last one of their remaining…,0.22222222222222224,0.3666666666666667,Positive
59,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,prasswidyantoro,prasetyo widyantöro,"Salatiga, Jawa Tengah",177,165,3,109,2021-03-03 23:57:20,1367262850536722433,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
60,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,Horpesan,Ope👑,"Lagos, Nigeria",377,671,3,136532,2021-03-03 23:57:18,1367262843096211461,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
61,@FootyRustling The biasy against Liverpool is crazy,WillTomlinson27,Will Tomlinson ⚽️,,429,731,0,14674,2021-03-03 23:57:17,1367262835915579393,Tweet,False, The biasy against Liverpool is crazy,0.9,-0.6,Negative
62,RT @LauraAlvarezJC: Liverpool: fresh uproar at new shortlist https://t.co/hnBOMebK90 via @LabourHub,matteo_turns,Matteo Turns 🌹,,190,522,0,26402,2021-03-03 23:57:16,1367262832555868173,Retweet,False, Liverpool fresh uproar at new shortlist  via ,0.4772727272727273,0.21818181818181817,Positive
63,RT @TheSunFootball: Georginio Wijnaldum ‘reaches transfer agreement’ to leave Liverpool on free transfer https://t.co/9sjA6aGHMI,O_J_Simppson,AC MILAN DISAGIO,"Milano, Lombardia",19,513,0,5524,2021-03-03 23:57:09,1367262802562449414,Retweet,False, Georginio Wijnaldum ‘reaches transfer agreement’ to leave Liverpool on free transfer ,0.8,0.4,Positive
64,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,Mofolo_Michael,Magic_Mike.,"Pretoria,Azania",9118,7565,1,28797,2021-03-03 23:57:04,1367262781108588547,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
65,RT @janexlfc: liverpool fans seeing other teams dropping points today but then remembering they have to play at anfield tomorrow 💀 #LIVCHE…,kevsquire222,Champions 2019/20,"Ilfracombe, Devon",425,1227,3,18985,2021-03-03 23:57:03,1367262778596220939,Retweet,True, liverpool fans seeing other teams dropping points today but then remembering they have to play at anfield tomorrow 💀 LIVCHE…,0.375,-0.125,Negative
66,Liverpool is about to complete the transfer for Trapp (Sky) for 45 million,FTYTRB,FootyTransferReports,Everywhere,23,0,0,0,2021-03-03 23:56:59,1367262763152773123,Tweet,False,Liverpool is about to complete the transfer for Trapp (Sky) for 45 million,0.4,0.1,Positive
67,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,AzimFreak,Azim AGⓇ 🇲🇾,Nusantara,139,1373,3,55262,2021-03-03 23:56:57,1367262754306891777,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
68,What do local business leaders think about Liverpool becoming a freeport? https://t.co/PcJODMLI40,guardiannews,Guardian news,,3488646,1236,33461,12,2021-03-03 23:56:57,1367262752327229444,Tweet,False,What do local business leaders think about Liverpool becoming a freeport? ,0.42500000000000004,0.225,Positive
69,@___RedDevils___ @RoboticJaguar @TruthHurts_LUHG Did you really expect Ole in one season to be higher than City or Liverpool,TvPrometheus,PrometheusTV,,35,141,0,13727,2021-03-03 23:56:57,1367262751580508169,Tweet,False,@_____   Did you really expect Ole in one season to be higher than City or Liverpool,0.35,0.225,Positive
70,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,rifky_hardyanto,Norum Hardyanto,"Kota Surabaya, Jawa Timur",211,781,1,242177,2021-03-03 23:56:51,1367262729254232069,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
71,"RT @uk_domain_names: ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",gaucherp,PG tips South 🇪🇺🔶🇫🇷 🌹🇬🇧🌈🌿,"South East, England",435,458,0,6849,2021-03-03 23:56:45,1367262701559382018,Retweet,False," ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",0.0,0.0,Neutral
72,RT @fcDavee: Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),Terminal_Ad,Man of Steel,Loading...,4825,3219,9,2877,2021-03-03 23:56:43,1367262692935893000,Retweet,False, Salah scored more goals in his first season with Liverpool (44) than Mahrez has in his entire City career (33),0.4861111111111111,0.25,Positive
73,"RT @LFC: 📍 Life at Liverpool 
🗣 Tips from @VirgilvDijk 
👊 Working with Jürgen Klopp 
⚽️ #LIVCHE preview",PFongsak,Preecha Fongsak,,134,2,10,46216,2021-03-03 23:56:39,1367262676880007168,Retweet,True," 📍 Life at Liverpool 
🗣 Tips from  
👊 Working with Jürgen Klopp 
⚽️ LIVCHE preview",0.0,0.0,Neutral
74,RT @cjhunter90: Little Liverpool fan singing his heart out ❤️ @LFC @MoSalah #YNWA https://t.co/qPIRKmHxJS,_aoede10,AIA, Egypt,216,176,1,3900,2021-03-03 23:56:30,1367262640687509505,Retweet,True, Little Liverpool fan singing his heart out ❤️   YNWA ,0.5,-0.1875,Negative
75,"RT @McGlynnimino: Absolute scenes when Liverpool, who've had the plague all season, still finish second.",jai_nyntz,Jai Omari,London,709,42,9,3617,2021-03-03 23:56:28,1367262631267078147,Retweet,False," Absolute scenes when Liverpool, who've had the plague all season, still finish second.",0.45,0.1,Positive
76,"RT @s24su: I don’t wish to continue whinging, but does anyone in football see that being upgraded if it’s a Liverpool or Manchester United…",benballcv,Daryl Ball,,758,454,5,96212,2021-03-03 23:56:26,1367262625084694530,Retweet,False," I don’t wish to continue whinging, but does anyone in football see that being upgraded if it’s a Liverpool or Manchester United…",0.0,0.0,Neutral
77,RT @lfcsonny: If Liverpool end up finishing second every single person who retweets this gets a shoutout,AndrewC_1999,Andrew Cunningham,,879,3308,1,382882,2021-03-03 23:56:24,1367262615077027841,Retweet,False, If Liverpool end up finishing second every single person who retweets this gets a shoutout,0.10714285714285714,-0.03571428571428571,Negative
78,"RT @uk_domain_names: ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",dr_rf,DrF,,4116,4692,0,166657,2021-03-03 23:56:21,1367262601617559552,Retweet,False," ""Rishi Sunak did not say the word 'Brexit' once in his Budget speech.

But the OBR watchdog did.

It declared Brexit w…",0.0,0.0,Neutral
79,RT @brfootball: Liverpool vs. Chelsea is always wild 💥 https://t.co/hpRKUXAQAQ,Shaun_281230,Shaun爹,Kajang,1557,1632,4,30110,2021-03-03 23:56:19,1367262594281533440,Retweet,False, Liverpool vs. Chelsea is always wild 💥 ,0.4,0.1,Positive
80,"In the last minute, I've muted Accenture, Liverpool FC and The Koran. That's not islamophobia btw, if the bible adv… https://t.co/555vOcINsM",GurneyHarlech,Gurney Harlech,,688,1341,0,28364,2021-03-03 23:56:17,1367262586522247172,Tweet,False,"In the last minute, I've muted Accenture, Liverpool FC and The Koran. That's not islamophobia btw, if the bible adv… ",0.06666666666666667,0.0,Neutral
81,@AsimTanvir @GNev2 Not that baffling. If Liverpool had half of their injured players available you wouldn't be there,nickbugge94,Nicholas Bugge,"Sydney, New South Wales",26,275,0,1034,2021-03-03 23:56:16,1367262579760893953,Tweet,False,  Not that baffling. If Liverpool had half of their injured players available you wouldn't be there,0.2833333333333333,0.11666666666666668,Positive
